run_id,plant,line,product,shift,start_datetime,end_datetime,duration_hours,input_weight_kg,expected_yield,actual_yield,yield_pct,avg_brix,grade_a_pct,downtime_minutes,is_organic_run,num_lots_consumed
RUN-000520,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-08-30 06:12:00,2025-08-30 12:54:02,6.7,34610.9,14536.6,11864.2,81.62,5.98,68.49,20,False,146
RUN-000521,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Afternoon,2025-11-01 14:04:00,2025-11-01 19:56:29,5.87,35757.9,10727.4,9277.0,86.48,5.95,69.13,16,False,149
RUN-000522,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Morning,2026-01-12 06:16:00,2026-01-12 10:36:03,4.33,27522.9,4954.1,4190.4,84.58,6.0,74.36,28,True,117
RUN-000523,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2026-02-10 06:04:00,2026-02-10 15:05:17,9.02,34640.8,14549.1,12569.8,86.4,6.0,67.63,2,False,139
RUN-000524,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Morning,2026-04-24 06:07:00,2026-04-24 11:31:27,5.41,31757.5,9527.2,7446.4,78.16,5.95,76.74,0,True,129
RUN-000525,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Night,2024-07-06 22:15:00,2024-07-07 05:46:40,7.53,31208.8,5617.6,4649.5,82.77,6.05,66.41,2,True,131
RUN-000526,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Night,2025-11-06 22:25:00,2025-11-07 07:00:21,8.59,31939.1,3832.7,3188.2,83.18,5.97,68.38,14,False,136
RUN-000527,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2025-04-06 14:01:00,2025-04-06 19:48:02,5.78,48224.6,20254.3,17750.6,87.64,6.01,65.82,79,False,196
RUN-000528,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2024-08-23 22:25:00,2024-08-24 05:36:10,7.19,37223.4,1861.2,1476.6,79.34,5.82,67.3,43,False,159
RUN-000529,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Afternoon,2025-01-06 14:12:00,2025-01-06 19:42:27,5.51,43406.8,7813.2,6626.3,84.81,6.05,66.3,53,False,181
RUN-000530,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Night,2025-01-20 22:30:00,2025-01-21 07:26:36,8.94,41594.6,17469.7,15500.5,88.73,5.9,73.37,23,True,169
RUN-000531,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Afternoon,2025-06-24 14:04:00,2025-06-24 19:30:32,5.44,31673.2,13302.7,10973.8,82.49,6.09,70.63,44,True,126
RUN-000532,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Night,2025-04-05 22:05:00,2025-04-06 03:37:19,5.54,28517.2,11977.2,9594.7,80.11,5.91,72.73,0,False,110
RUN-000533,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Night,2025-08-22 22:28:00,2025-08-23 02:41:19,4.22,21059.3,8844.9,6812.2,77.02,5.97,63.33,40,False,90
RUN-000534,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Morning,2024-07-06 06:27:00,2024-07-06 15:49:44,9.38,31157.1,13086.0,10635.7,81.28,6.07,70.0,77,False,130
RUN-000535,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2024-11-06 06:03:00,2024-11-06 13:28:33,7.43,41713.5,17519.7,14551.7,83.06,6.0,68.54,74,False,178
RUN-000536,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2026-02-20 06:24:00,2026-02-20 15:14:24,8.84,34018.5,14287.8,11790.3,82.52,6.03,64.93,34,False,134
RUN-000537,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Morning,2024-12-12 06:08:00,2024-12-12 12:46:12,6.64,27492.6,11546.9,9873.6,85.51,6.03,76.52,11,True,115
RUN-000538,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Morning,2026-05-16 06:30:00,2026-05-16 12:09:59,5.67,19789.4,8311.5,6820.2,82.06,5.98,70.11,9,False,87
RUN-000539,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Night,2026-05-24 22:07:00,2026-05-25 03:38:04,5.52,37749.8,15854.9,13488.5,85.07,6.07,64.19,58,False,148
RUN-000540,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2025-07-18 06:29:00,2025-07-18 16:14:52,9.76,26488.8,11125.3,9112.1,81.9,5.96,80.0,55,True,115
RUN-000541,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Morning,2025-03-23 06:26:00,2025-03-23 15:06:36,8.68,43396.4,13018.9,10275.2,78.93,5.99,64.57,62,False,175
RUN-000542,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Afternoon,2025-06-11 14:19:00,2025-06-11 22:41:31,8.38,44993.7,18897.4,14581.3,77.16,6.01,65.26,35,False,190
RUN-000543,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Afternoon,2024-06-19 14:06:00,2024-06-19 21:52:11,7.77,32985.5,13853.9,11826.2,85.36,5.99,65.38,44,False,130
RUN-000544,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2025-09-21 14:27:00,2025-09-21 22:51:39,8.41,28580.2,8574.1,7580.0,88.41,5.92,71.55,40,False,116
RUN-000545,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Night,2025-07-07 22:07:00,2025-07-08 02:14:27,4.12,13168.1,5530.6,4762.4,86.11,6.14,76.36,6,True,55
RUN-000546,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Afternoon,2024-08-05 14:19:00,2024-08-05 20:53:24,6.57,28365.8,8509.7,6714.1,78.9,5.93,78.45,73,True,116
RUN-000547,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2026-05-06 14:03:00,2026-05-06 19:23:48,5.35,23234.8,6970.4,5108.2,73.28,5.94,61.76,12,False,102
RUN-000548,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Morning,2026-05-10 06:13:00,2026-05-10 11:17:55,5.08,20895.2,8776.0,7204.0,82.09,5.96,79.31,24,False,87
RUN-000549,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Afternoon,2024-06-26 14:04:00,2024-06-26 23:17:43,9.23,35446.4,10633.9,8633.8,81.19,6.09,77.48,13,True,151
RUN-000550,Ben Tre Main Plant,Line 3,Cocoxim Coconut Milk 400ml,Afternoon,2024-08-08 14:29:00,2024-08-08 19:53:32,5.41,35518.4,10655.5,8961.0,84.1,5.92,67.14,1,False,140
RUN-000551,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2026-05-04 14:04:00,2026-05-04 23:52:30,9.81,46648.6,2332.4,1893.3,81.17,6.0,61.14,17,False,193
RUN-000552,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Night,2025-05-06 22:16:00,2025-05-07 04:51:51,6.6,29212.7,3505.5,2919.1,83.27,5.98,75.0,8,False,116
RUN-000553,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2025-11-27 14:13:00,2025-11-27 23:34:21,9.36,31847.6,5732.6,5129.9,89.49,6.04,73.08,1,True,130
RUN-000554,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-03-09 06:22:00,2025-03-09 13:10:10,6.8,17794.6,7473.7,5808.1,77.71,6.03,64.56,16,False,79
RUN-000555,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Morning,2025-06-08 06:06:00,2025-06-08 15:18:32,9.21,24434.8,2932.2,2284.2,77.9,6.03,71.88,7,False,96
RUN-000556,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-08-16 06:07:00,2025-08-16 14:43:34,8.61,17716.4,7440.9,6152.1,82.68,6.06,77.03,99,False,74
RUN-000557,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2024-11-20 06:02:00,2024-11-20 12:47:41,6.76,41285.8,17340.0,14874.7,85.78,6.04,77.33,26,True,172
RUN-000558,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2025-05-14 22:23:00,2025-05-15 07:49:28,9.44,45275.1,8149.5,6715.0,82.4,5.95,64.62,1,False,195
RUN-000559,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2025-07-29 14:05:00,2025-07-29 19:31:25,5.44,37255.9,11176.8,9037.1,80.86,6.05,67.76,26,False,152
RUN-000560,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Night,2025-09-01 22:25:00,2025-09-02 07:56:48,9.53,21125.7,8872.8,7808.9,88.01,5.96,68.67,17,False,83
RUN-000561,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Night,2026-01-13 22:13:00,2026-01-14 02:45:28,4.54,35842.3,10752.7,8828.7,82.11,5.97,74.68,24,False,158
RUN-000562,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Night,2026-04-10 22:22:00,2026-04-11 03:17:49,4.93,44511.4,13353.4,11572.0,86.66,6.04,77.84,8,True,176
RUN-000563,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Morning,2024-11-15 06:21:00,2024-11-15 15:46:02,9.42,26991.5,8097.4,6553.0,80.93,6.0,69.03,20,False,113
RUN-000564,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2024-09-20 14:21:00,2024-09-20 22:40:18,8.32,27805.7,5005.0,4119.8,82.31,6.09,75.44,17,True,114
RUN-000565,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Morning,2025-07-23 06:02:00,2025-07-23 12:31:51,6.5,29874.5,3584.9,3031.9,84.57,6.03,73.02,27,False,126
RUN-000566,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2024-12-22 06:23:00,2024-12-22 16:16:35,9.89,27113.7,11387.8,9676.8,84.98,6.0,70.69,0,False,116
RUN-000567,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2025-09-30 22:12:00,2025-10-01 07:24:45,9.21,43673.9,7861.3,6233.2,79.29,6.01,70.11,29,False,174
RUN-000568,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2024-06-30 06:03:00,2024-06-30 14:56:44,8.9,21601.0,9072.4,6907.6,76.14,5.95,74.49,3,False,98
RUN-000569,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-04-20 14:04:00,2025-04-20 20:54:38,6.84,13242.7,1589.1,1236.9,77.84,5.74,70.91,30,False,55
RUN-000570,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Afternoon,2025-01-08 14:18:00,2025-01-08 23:16:36,8.98,35793.3,10738.0,8640.7,80.47,6.03,66.67,47,True,150
RUN-000571,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2024-07-23 14:12:00,2024-07-23 21:06:59,6.92,42526.4,7654.8,6701.8,87.55,6.03,75.86,13,True,174
RUN-000572,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2025-10-13 06:15:00,2025-10-13 13:59:10,7.74,33355.0,6003.9,4820.9,80.3,6.06,67.39,10,False,138
RUN-000573,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2026-02-22 22:21:00,2026-02-23 05:09:38,6.81,31398.1,5651.7,4975.7,88.04,6.09,64.8,33,False,125
RUN-000574,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Night,2025-04-01 22:23:00,2025-04-02 02:54:01,4.52,45862.9,5503.5,4382.9,79.64,6.02,69.94,16,False,173
RUN-000575,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Morning,2025-02-11 06:17:00,2025-02-11 10:33:56,4.28,13276.2,3982.9,3479.7,87.37,5.98,72.22,4,False,54
RUN-000576,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2025-05-27 14:03:00,2025-05-27 21:45:19,7.71,18940.3,7954.9,6270.0,78.82,5.88,70.0,10,False,80
RUN-000577,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2024-11-17 22:27:00,2024-11-18 05:32:32,7.09,18787.3,3381.7,2896.8,85.66,5.92,63.16,48,False,76
RUN-000578,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Morning,2026-03-23 06:27:00,2026-03-23 11:40:56,5.23,34483.4,14483.0,12997.6,89.74,5.93,77.46,35,True,142
RUN-000579,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Morning,2025-05-24 06:03:00,2025-05-24 15:08:29,9.09,39455.5,4734.7,4115.9,86.93,5.98,69.14,8,False,162
RUN-000580,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2025-06-20 22:21:00,2025-06-21 03:49:21,5.47,44909.7,8083.7,6896.0,85.31,5.95,72.97,14,False,185
RUN-000581,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2025-09-12 06:24:00,2025-09-12 10:27:34,4.06,44897.0,2244.8,1728.4,77.0,5.99,66.48,100,False,182
RUN-000582,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2026-01-25 06:20:00,2026-01-25 16:12:49,9.88,45757.8,19218.3,14725.3,76.62,5.99,68.31,30,False,183
RUN-000583,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2024-06-24 14:28:00,2024-06-24 21:38:00,7.17,21546.9,1077.3,865.2,80.31,6.06,67.82,54,False,87
RUN-000584,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2026-04-11 14:24:00,2026-04-11 19:35:01,5.18,31811.8,9543.5,7268.8,76.16,5.98,66.14,32,False,127
RUN-000585,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2025-01-20 06:16:00,2025-01-20 13:34:38,7.31,45816.2,8246.9,7008.9,84.99,6.03,69.95,0,False,183
RUN-000586,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Night,2025-08-22 22:03:00,2025-08-23 06:26:30,8.39,36284.6,4354.2,3652.0,83.87,6.02,68.97,1,False,145
RUN-000587,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Afternoon,2025-09-23 14:07:00,2025-09-23 22:56:56,8.83,48377.6,20318.6,17883.5,88.02,6.03,66.67,6,False,198
RUN-000588,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Night,2025-11-30 22:07:00,2025-12-01 02:44:52,4.63,44586.4,5350.4,3807.9,71.17,5.98,67.03,15,False,182
RUN-000589,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Morning,2024-09-18 06:13:00,2024-09-18 15:32:51,9.33,41553.5,12466.0,10254.3,82.26,6.04,70.76,18,True,171
RUN-000590,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2026-02-04 14:20:00,2026-02-04 20:52:25,6.54,39302.2,7074.4,6335.7,89.56,5.92,75.93,90,True,162
RUN-000591,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2026-06-14 14:04:00,2026-06-14 23:52:29,9.81,42637.8,17907.9,14867.7,83.02,6.05,67.96,115,False,181
RUN-000592,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2026-02-22 14:03:00,2026-02-22 18:46:30,4.73,48409.0,2420.5,1883.4,77.81,6.0,62.24,39,False,196
RUN-000593,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-04-02 06:05:00,2025-04-02 14:59:53,8.91,44769.9,18803.4,14721.1,78.29,5.95,72.57,51,False,175
RUN-000594,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2025-07-07 14:26:00,2025-07-07 22:45:12,8.32,20059.8,6017.9,4366.8,72.56,6.0,59.04,35,False,83
RUN-000595,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Night,2024-09-15 22:21:00,2024-09-16 06:05:29,7.74,36512.9,6572.3,5833.6,88.76,6.04,75.84,1,False,149
RUN-000596,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Night,2024-12-02 22:00:00,2024-12-03 05:25:55,7.43,31612.0,9483.6,8111.8,85.54,6.13,65.89,2,True,129
RUN-000597,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2025-10-16 22:28:00,2025-10-17 02:34:43,4.11,45678.0,19184.8,16777.1,87.45,5.97,71.51,5,True,186
RUN-000598,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Night,2025-12-14 22:10:00,2025-12-15 04:34:38,6.41,13397.8,4019.3,3211.3,79.9,5.95,63.93,49,False,61
RUN-000599,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Morning,2025-12-22 06:09:00,2025-12-22 11:00:51,4.86,26469.5,11117.2,8646.9,77.78,5.99,69.57,13,False,115
RUN-000600,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2024-07-13 22:01:00,2024-07-14 03:48:17,5.79,17922.7,896.1,698.2,77.92,5.95,73.33,6,False,75
RUN-000601,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Afternoon,2024-08-17 14:14:00,2024-08-17 21:33:07,7.32,15641.8,6569.6,5631.8,85.73,6.13,75.76,2,True,66
RUN-000602,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Afternoon,2026-01-18 14:14:00,2026-01-18 18:44:12,4.5,43788.2,5254.6,4433.3,84.37,5.97,68.54,19,False,178
RUN-000603,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Lychee 330ml,Morning,2024-07-28 06:26:00,2024-07-28 13:13:16,6.79,30805.0,12938.1,11464.3,88.61,6.02,69.35,22,False,124
RUN-000604,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Night,2026-02-05 22:09:00,2026-02-06 02:25:22,4.27,43649.4,13094.8,11420.5,87.21,5.99,64.52,32,True,186
RUN-000605,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Afternoon,2026-05-15 14:20:00,2026-05-15 19:54:05,5.57,41891.0,5026.9,4029.6,80.16,6.02,69.09,259,False,165
RUN-000606,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Morning,2024-06-20 06:21:00,2024-06-20 11:23:28,5.04,47555.1,19973.1,17064.0,85.43,6.07,68.23,12,False,192
RUN-000607,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2026-05-04 14:21:00,2026-05-04 19:05:25,4.74,36512.3,15335.2,12913.0,84.2,6.01,71.92,45,False,146
RUN-000608,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-06-30 06:14:00,2025-06-30 10:17:22,4.06,13300.5,5586.2,4521.0,80.93,6.04,67.27,23,False,55
RUN-000609,Ben Tre New Facility,Line 2,Desiccated Coconut Fine,Morning,2025-06-22 06:08:00,2025-06-22 13:05:25,6.96,26256.2,3150.7,2388.9,75.82,6.01,66.99,21,False,103
RUN-000610,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Morning,2026-02-08 06:23:00,2026-02-08 10:46:25,4.39,27644.7,11610.8,9938.2,85.59,6.0,73.28,284,True,116
RUN-000611,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2024-06-18 14:20:00,2024-06-18 22:22:18,8.04,15294.4,764.7,678.6,88.74,6.01,71.43,132,False,63
RUN-000612,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Night,2025-06-21 22:24:00,2025-06-22 02:39:38,4.26,26506.1,7951.8,6083.1,76.5,6.01,56.07,123,False,107
RUN-000613,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Afternoon,2026-05-23 14:30:00,2026-05-23 18:56:47,4.45,28000.5,11760.2,9226.2,78.45,5.93,70.8,24,True,113
RUN-000614,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2025-02-27 06:03:00,2025-02-27 12:53:29,6.84,32589.8,13687.7,10543.0,77.03,5.95,70.07,39,True,137
RUN-000615,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Afternoon,2026-03-18 14:18:00,2026-03-18 19:02:56,4.75,16155.4,4846.6,3777.7,77.95,6.07,70.77,47,False,65
RUN-000616,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Night,2025-04-20 22:20:00,2025-04-21 04:55:27,6.59,17590.3,7387.9,6436.3,87.12,5.95,72.37,24,False,76
RUN-000617,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Afternoon,2025-07-14 14:25:00,2025-07-14 20:59:07,6.57,17427.0,7319.3,6262.1,85.56,5.92,70.67,0,False,75
RUN-000618,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Night,2024-06-28 22:22:00,2024-06-29 02:46:18,4.41,24234.6,10178.5,8453.6,83.05,6.01,65.66,7,False,99
RUN-000619,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Morning,2025-02-19 06:25:00,2025-02-19 10:40:51,4.26,18150.2,5445.1,4494.8,82.55,6.09,62.2,26,False,82
RUN-000620,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-10-09 14:19:00,2025-10-09 20:22:26,6.06,35877.8,4305.3,3495.2,81.18,5.9,65.97,3,False,144
RUN-000621,Ben Tre New Facility,Line 1,Cocoxim Coconut Water Original 1L,Morning,2025-06-03 06:06:00,2025-06-03 13:56:35,7.84,24223.4,10173.8,7907.8,77.73,5.96,68.32,16,False,101
RUN-000622,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2026-03-08 14:13:00,2026-03-08 20:11:18,5.97,20255.6,3646.0,3036.0,83.27,6.01,75.0,25,True,76
RUN-000623,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2025-10-21 22:24:00,2025-10-22 08:06:55,9.72,31292.0,13142.6,11318.2,86.12,5.99,76.12,5,True,134
RUN-000624,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Night,2024-07-16 22:03:00,2024-07-17 02:54:15,4.85,39386.9,16542.5,15069.8,91.1,5.96,80.86,11,True,162
RUN-000625,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Afternoon,2025-01-26 14:23:00,2025-01-26 19:25:44,5.05,47133.6,19796.1,15271.2,77.14,6.04,64.4,2,False,191
RUN-000626,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Night,2025-07-02 22:05:00,2025-07-03 07:43:49,9.65,41110.2,17266.3,14447.0,83.67,5.97,68.32,53,False,161
RUN-000627,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Afternoon,2026-05-28 14:10:00,2026-05-28 21:45:50,7.6,26567.4,4782.1,3676.8,76.89,6.03,66.96,38,False,112
RUN-000628,Ben Tre Main Plant,Line 2,Cocoxim Coconut Water Pink 330ml,Night,2025-11-18 22:28:00,2025-11-19 05:24:02,6.93,17362.4,7292.2,5994.0,82.2,6.1,68.57,1,False,70
RUN-000629,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Afternoon,2025-11-29 14:05:00,2025-11-29 20:00:51,5.93,33430.6,1671.5,1461.5,87.44,5.94,71.03,17,False,145
RUN-000630,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Morning,2025-01-26 06:14:00,2025-01-26 15:24:44,9.18,36916.9,15505.1,13696.5,88.34,5.93,70.86,11,True,151
RUN-000631,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 1L,Night,2025-09-14 22:11:00,2025-09-15 03:33:51,5.38,14047.9,5900.1,4820.5,81.7,6.04,65.0,14,False,60
RUN-000632,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Afternoon,2025-03-22 14:00:00,2025-03-22 19:04:38,5.08,26760.9,4817.0,4181.3,86.8,6.01,80.73,2,True,109
RUN-000633,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 1L,Morning,2025-02-04 06:03:00,2025-02-04 10:28:41,4.43,14894.5,6255.7,5264.3,84.15,6.07,88.14,9,True,59
RUN-000634,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Night,2026-06-08 22:04:00,2026-06-09 08:03:25,9.99,48477.4,2423.9,1839.5,75.89,6.04,75.13,8,False,189
RUN-000635,Ben Tre New Facility,Line 4,Cocoxim Coconut Milk 1L,Night,2025-10-12 22:16:00,2025-10-13 08:12:08,9.94,20878.7,6263.6,5192.0,82.89,6.15,71.59,34,False,88
RUN-000636,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Cream 400ml,Morning,2025-05-30 06:10:00,2025-05-30 15:14:29,9.07,37597.2,6767.5,6004.3,88.72,5.91,74.84,14,True,159
RUN-000637,Ben Tre Main Plant,Line 1,Cocoxim Coconut Water Original 330ml,Night,2025-04-24 22:00:00,2025-04-25 04:59:55,7.0,32897.6,13817.0,10717.0,77.56,5.91,67.14,34,False,140
RUN-000638,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2026-02-07 06:18:00,2026-02-07 15:00:43,8.71,20009.7,1000.5,832.9,83.25,5.97,63.53,61,False,85
RUN-000639,Ben Tre Organic Plant,Line 2,Cocoxim Organic Coconut Milk 400ml,Morning,2025-07-21 06:17:00,2025-07-21 12:36:06,6.32,42562.5,12768.8,10888.2,85.27,6.04,74.27,4,True,171
RUN-000640,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2024-07-13 06:06:00,2024-07-13 10:31:01,4.42,34603.6,6228.6,4907.7,78.79,6.01,67.57,18,False,148
RUN-000641,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Afternoon,2025-05-16 14:12:00,2025-05-16 19:08:31,4.94,19422.7,8157.5,6854.2,84.02,6.04,73.08,1,True,78
RUN-000642,Ben Tre New Facility,Line 2,Desiccated Coconut Premium,Afternoon,2025-04-29 14:26:00,2025-04-29 22:41:28,8.26,41447.5,4973.7,4399.5,88.46,6.04,67.84,22,False,171
RUN-000643,Ben Tre New Facility,Line 3,Cocoxim Coconut Oil 500ml,Morning,2024-06-23 06:14:00,2024-06-23 10:37:01,4.38,37685.4,1884.3,1598.7,84.84,5.95,61.18,60,False,152
RUN-000644,Ben Tre Organic Plant,Line 1,Cocoxim Organic Coconut Water 330ml,Night,2025-04-06 22:28:00,2025-04-07 07:58:48,9.51,33873.0,14226.7,11172.7,78.53,6.01,73.19,47,True,138
RUN-000645,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Afternoon,2025-09-27 14:29:00,2025-09-27 22:26:16,7.95,47327.6,8519.0,5698.3,66.89,6.03,65.64,6,False,195
RUN-000646,Ben Tre Main Plant,Line 3,Cocoxim Coconut Cream 400ml,Morning,2026-04-29 06:22:00,2026-04-29 14:43:33,8.36,25874.3,4657.4,3419.8,73.43,5.94,60.0,20,False,105
